Wavelength,ZnS 6.25-12.5µm (MIRMIS),CdTe 12.5-25µm (MIRMIS),Mesh 25-50µm (MIRMIS),Mesh 50-100µm (MIRMIS),Mesh 100-200µm (Cardiff),Low-pass 200µm (model),8.5-9.2µm (model filter),6.6-8.2µm (model filter),NaCl Spectrum
8.25,85.76030413,0.0134928,2.05E-05,0,0,0,0,28.31379115,69.27221836
8.26,85.83397094,0.000447092,2.39E-05,0,0,0,0,25.41966947,69.241418
8.27,85.91233009,0.00368524,3.38E-05,0,0,0,0,22.61366721,69.21061764
8.28,85.99831057,0.00204908,2.36E-05,0,0,0,0,19.92122953,69.17981727
8.29,86.08123214,0.0046171,2.17E-05,0,0,0,0,17.3661394,69.14901691
8.3,86.15365751,0.00952307,2.39E-05,0,0,0,0,14.9696872,69.09493706
8.31,86.21541678,0.00817492,1.83E-05,0,0,0,0,12.74988577,69.02242701
8.32,86.26415724,0.00046592,1.07E-05,0,0,0,0,10.72078278,68.94991695
8.33,86.29440058,0.00475488,3.75E-05,0,0,0,0,8.891922199,68.8774069
8.34,86.30509299,0.00242421,2.37E-05,0,0,0,0,7.268001257,68.80489685
8.35,86.30198226,0.00592864,3.95E-05,0,0,0,0.000676725,5.848758908,68.70145639
8.36,86.28238051,0.0105841,4.24E-05,0,0,0,0.003902765,4.629115849,68.5938462
8.37,86.24155045,0,2.89E-05,0,0,0,0.017825778,3.599566666,68.48623602
8.38,86.18406395,0,3.13E-05,0,0,0,0.066255618,2.746802709,68.37862583
8.39,86.11438499,0.0059502,3.51E-05,0,0,0,0.205358345,2.05452275,68.25891573
8.4,86.02704535,0.0069016,4.52E-05,0,0,0,0.542579845,1.504370115,68.07485576
8.41,85.91734151,0.00955539,3.69E-05,0,0,0,1.246349967,1.076922442,67.89079579
8.42,85.78929718,0.00894151,4.33E-05,0,0,0,2.533405181,0.752655841,67.70673583
8.43,85.64879845,0.00248879,6.55E-05,0,0,0,4.629115849,0.512809876,67.52267586
8.44,85.49247798,0.00998972,5.01E-05,0,0,0,7.710989183,0.340093278,67.31902518
8.45,85.31571404,0.0109346,6.47E-05,0,0,0,11.85625486,0.219190685,67.08362038
8.46,85.12521476,0,7.33E-05,0,0,0,17.01361748,0.137054951,66.84821559
8.47,84.9330046,0.00810301,9.61E-05,0,0,0,23.00815111,0.08299394,66.6128108
8.48,84.74060243,0.0138638,0.00010456,0,0,0,29.57460197,0.048581432,66.377406
8.49,84.54487378,0,0.000119918,0,0,0,36.40546136,0.027436026,66.16684314
8.5,84.34511349,0.00892667,0.000109051,0,0,0,43.19876446,0.014918105,65.97659582
8.51,84.14595637,0.0190529,0.000107066,0,0,0,49.69481463,0.007793288,65.78634849
8.52,83.95264701,0.00942705,9.54E-05,0,0,0,55.69727818,0.003902765,65.59610117
8.53,83.76878655,0.00365518,7.58E-05,0,0,0,61.07938298,0.001869192,65.40585384
8.54,83.59831363,0.00524623,4.19E-05,0,0,0,65.77898313,0.000854091,65.26575447
8.55,83.44331015,0.00982006,2.20E-05,0,0,0,69.7871062,0.000371376,65.15114215
8.56,83.29965857,0.00910171,1.51E-05,0,0,0,73.13402437,0.000153259,65.03652982
8.57,83.16302081,0.0176634,1.23E-05,0,0,0,75.87569846,0,64.9219175
8.58,83.04163879,0.0156703,2.05E-06,0,0,0,78.08221161,0,64.80730517
8.59,82.94857326,0.0237948,1.09E-05,0,0,0,79.82883169,0,64.70568136
8.6,82.88631712,0.00280718,3.58E-05,0,0,0,81.18969876,0,64.60912599
8.61,82.84556326,0.0101002,6.62E-05,0,0,0,82.2337871,0,64.51257062
8.62,82.82247498,0.00597591,9.30E-05,0,0,0,83.0226582,0,64.41601525
8.63,82.8229139,0.00873388,0.000121602,0,0,0,83.60951935,0,64.31945989
8.64,82.85486188,0.0271957,0.000150079,0,0,0,84.03916618,0,64.22645552
8.65,82.91886008,0.0153657,0.000178141,0,0,0,84.34847607,0,64.13484601
8.66,83.01128614,0.0311256,0.000199148,0,0,0,84.56720624,0,64.04323651
8.67,83.12668264,0.0264285,0.000224025,0,0,0,84.71892568,0,63.951627
8.68,83.26244706,0.0189632,0.00025091,0,0,0,84.82196871,0,63.8600175
8.69,83.42013716,0.0144415,0.000274049,0,0,0,84.89034214,0,63.7343418
8.7,83.60425152,0.0216678,0.000278509,0,0,0,84.93454799,0,63.5903608
8.71,83.813026,0,0.00035047,0,0,0,84.96230462,0,63.44637979
8.72,84.03846597,0,0.000379025,0,0,0,84.97916211,0,63.30239879
8.73,84.27592106,0.00468951,0.000422518,0,0,0,84.98901545,0,63.15841778
8.74,84.52480283,0.0230694,0.000462103,0,0,0,84.99452369,0,63.01913678
8.75,84.78281133,0.0132359,0.000510229,0,0,0,84.99744522,0,62.8840111
8.76,85.04543173,0.010406,0.000553069,0,0,0,84.99890024,0,62.74888542
8.77,85.31036243,0.00643827,0.000586757,0,0,0,84.99957137,0,62.61375974
8.78,85.57052612,0.0107202,0.000621665,0,0,0,84.99985272,0,62.47863406
8.79,85.82261431,0.0268719,0.000666914,0,0,0,84.99995709,0,62.3709351
8.8,86.06055438,0.017491,0.000676168,0,0,0,84.99999002,0,62.31410238
8.81,86.28369463,0.0060387,0.000674213,0,0,0,84.99999833,0,62.25726966
8.82,86.49984575,0.00985855,0.000680176,0,0,0,84.99999983,0,62.20043694
8.83,86.71310588,0.00637148,0.000654727,0,0,0,84.99999999,0,62.14360422
8.84,86.91662832,0.0017051,0.000669588,0,0,0,85,0,62.08918176
8.85,87.09889456,0.00480063,0.000657382,0,0,0,85,0,62.05465663
8.86,87.25750707,0.0199197,0.00064833,0,0,0,85,0,62.02013151
8.87,87.38546142,0.00135371,0.000627101,0,0,0,84.99999999,0,61.98560638
8.88,87.48576435,0.00123989,0.000634505,0,0,0,84.99999983,0,61.95108125
8.89,87.56136005,0.0106777,0.000584221,0,0,0,84.99999833,0,61.91655612
8.9,87.61151411,0.0131293,0.000591405,0,0,0,84.99999002,0,61.89585556
8.91,87.63220519,0.0208886,0.000550071,0,0,0,84.99995709,0,61.87854968
8.92,87.62079184,0.00132605,0.000522011,0,0,0,84.99985272,0,61.86124379
8.93,87.58115516,0.0123989,0.000514642,0,0,0,84.99957137,0,61.8439379
8.94,87.52239642,0.00943756,0.000499865,0,0,0,84.99890024,0,61.82663202
8.95,87.44995681,0.00796848,0.000480037,0,0,0,84.99744522,0,61.87995732
8.96,87.36001279,0,0.000463256,0,0,0,84.99452369,0,62.02554763
8.97,87.24266763,0.016952,0.00042662,0,0,0,84.98901545,0,62.17113794
8.98,87.09313658,0.0123188,0.000400601,0,0,0,84.97916211,0,62.31672825
8.99,86.91620632,0.0087292,0.000387988,0,0,0,84.96230462,0,62.46231856
9,86.72118625,0.0033075,0.000366536,0,0,0,84.93454799,0,62.60790887
9.01,86.51790772,0.00425762,0.000336967,0,0,0,84.89034214,0,62.72875486
9.02,86.31039903,0.013438,0.000354226,0,0,0,84.82196871,0,62.84937612
9.03,86.09740867,0.0158177,0.000312154,0,0,0,84.71892568,0,62.96999739
9.04,85.87711414,0.0141075,0.000261798,0,0,0,84.56720624,0,63.09061865
9.05,85.65242245,0.00557318,0.000249012,0,0,0,84.34847607,0,63.21123992
9.06,85.43171043,0.00171138,0.000222154,0,0,0,84.03916618,0,63.35113458
9.07,85.22041434,0,0.000210406,0,0,0,83.60951935,0,63.51109159
9.08,85.01738085,0.0150456,0.000221185,0,0,0,83.0226582,0,63.6710486
9.09,84.81989533,0.0251536,0.000207761,0,0,0,82.2337871,0,63.83100561
9.1,84.63116073,0.0163363,0.000212321,0,0,0,81.18969876,0,63.99096262
9.11,84.46072876,0.027242,0.000200927,0,0,0,79.82883169,0,64.15091963
9.12,84.31482071,0.0212953,0.000182025,0,0,0,78.08221161,0,64.32382304
9.13,84.19239193,0.023684,0.000182711,0,0,0,75.87569846,0,64.49783263
9.14,84.08912114,0.0225679,0.000177958,0,0,0,73.13402437,0,64.67184221
9.15,84.0023116,0.00701373,0.000174651,0,0,0,69.7871062,0,64.8458518
9.16,83.9328797,0.00406057,0.000161273,0,0,0,65.77898313,0,65.01986139
9.17,83.8827601,0.0165657,0.0001484,0,0,0,61.07938298,0,65.17607347
9.18,83.8516458,0.0258624,0.000126346,0,0,0,55.69727818,0,65.28734461
9.19,83.84520438,0.0245259,0.000108145,0,0,0,49.69481463,0,65.39861576
9.2,83.87210946,0.0248501,0.000121649,0,0,0,43.19876446,0,65.50988691
9.21,83.93445885,0.0143023,0.000109601,0,0,0,36.40546136,0,65.62115805
9.22,84.02437416,0.0225047,0.000110033,0,0,0,29.57460197,0,65.7324292
9.23,84.13294443,0.0333599,9.34E-05,0,0,0,23.00815111,0,65.85491314
9.24,84.25520725,0.0148673,9.64E-05,0,0,0,17.01361748,0,65.98565535
9.25,84.39198653,0.00898834,6.79E-05,0,0,0,11.85625486,0,66.11639756
9.26,84.54708311,0.0163628,7.33E-05,0,0,0,7.710989183,0,66.24713978
9.27,84.72517817,0.0278139,7.89E-05,0,0,0,4.629115849,0,66.37788199
9.28,84.92119763,0.02759,5.44E-05,0,0,0,2.533405181,0,66.5086242
9.29,85.132082,0.026227,4.72E-05,0,0,0,1.246349967,0,66.62546541
9.3,85.35616903,0.018049,4.43E-05,0,0,0,0.542579845,0,66.73875584
9.31,85.5933419,0.0271394,4.43E-05,0,0,0,0.205358345,0,66.85204627
9.32,85.8433502,0.0351699,2.98E-05,0,0,0,0.066255618,0,66.9653367
9.33,86.10260492,0.0197864,3.52E-05,0,0,0,0.017825778,0,67.07862713
9.34,86.36334557,0.0256746,3.64E-05,0,0,0,0.003902765,0,67.19191756
9.35,86.61679724,0.0310965,1.85E-05,0,0,0,0.000676725,0,67.30781385
9.36,86.85752915,0.0137045,3.76E-05,0,0,0,0,0,67.42386376
9.37,87.08687465,0.029201,1.82E-05,0,0,0,0,0,67.53991368
9.38,87.30875463,0.0295984,1.91E-05,0,0,0,0,0,67.65596359
9.39,87.52595014,0.0144579,1.07E-05,0,0,0,0,0,67.77201351
9.4,87.73675249,0.0185782,1.24E-05,0,0,0,0,0,67.88761147
9.41,87.93501395,0.0200972,1.91E-05,0,0,0,0,0,67.95357744
9.42,88.1149999,0.0149779,1.40E-05,0,0,0,0,0,68.0195434
9.43,88.27248182,0.0148849,6.50E-06,0,0,0,0,0,68.08550937
9.44,88.40702814,0.0257651,2.34E-06,0,0,0,0,0,68.15147533
9.45,88.51849989,0.0238369,4.08E-06,0,0,0,0,0,68.2174413
9.46,88.6068751,0.0169925,3.27E-06,0,0,0,0,0,68.28322676
9.47,88.67128175,0.0290742,1.80E-06,0,0,0,0,0,68.32246931
9.48,88.70862353,0.0148848,3.40E-06,0,0,0,0,0,68.36171186
9.49,88.7163252,0.0223796,3.91E-06,0,0,0,0,0,68.4009544
9.5,88.69306716,0.0309965,4.12E-06,0,0,0,0,0,68.44019695
9.51,88.63722908,0.0184687,5.86E-06,0,0,0,0,0,68.4794395
9.52,88.54747255,0.0167573,1.68E-05,0,0,0,0,0,68.51868205
9.53,88.42284884,0.0347308,1.94E-07,0,0,0,0,0,68.53704367
9.54,88.2684842,0.0352786,1.31E-05,0,0,0,0,0,68.55376914
9.55,88.09117792,0.0124333,4.60E-06,0,0,0,0,0,68.57049462
9.56,87.89489166,0.0144419,2.43E-06,0,0,0,0,0,68.5872201
9.57,87.68205124,0.0165473,1.39E-06,0,0,0,0,0,68.60394557
9.58,87.45230392,0.0266858,3.59E-06,0,0,0,0,0,68.62067105
9.59,87.20229028,0.0203241,3.15E-06,0,0,0,0,0,68.64323254
9.6,86.92845518,0.0254932,1.62E-05,0,0,0,0,0,68.66754438
9.61,86.63317897,0.0216951,2.35E-05,0,0,0,0,0,68.69185622
9.62,86.32700582,0.021952,3.17E-06,0,0,0,0,0,68.71616806
9.63,86.02152923,0.0201275,6.10E-07,0,0,0,0,0,68.7404799
9.64,85.72028237,0.0157174,8.40E-06,0,0,0,0,0,68.76479174
9.65,85.41836818,0.0126521,5.05E-06,0,0,0,0,0,68.77671147
9.66,85.11042884,0.00190736,2.65E-06,0,0,0,0,0,68.77768761
9.67,84.7977112,0.0129417,7.87E-06,0,0,0,0,0,68.77866375
9.68,84.48492989,0.0206253,1.01E-05,0,0,0,0,0,68.77963989
9.69,84.17445807,0.00972775,4.69E-06,0,0,0,0,0,68.78061602
9.7,83.86999385,0.0127542,1.76E-05,0,0,0,0,0,68.78159216
9.71,83.57904934,0.0193755,5.37E-06,0,0,0,0,0,68.78193845
9.72,83.299073,0.0236888,9.96E-06,0,1.60659E-05,0,0,0,68.77993003
9.73,83.03143401,0.017173,1.32E-05,0,0.000133852,0,0,0,68.77792162
9.74,82.77141897,0.0172967,3.63E-06,0,0.000251638,0,0,0,68.77591321
9.75,82.52143205,0.0248285,6.21E-06,0,0.000369424,0,0,0,68.7739048
9.76,82.2855348,0.0168456,1.02E-05,0,0.00048721,0,0,0,68.77189639
9.77,82.06625407,0.0228862,2.17E-05,0,0.000604995,0,0,0,68.76988798
9.78,81.86724243,0.0411548,1.68E-05,0,0.000722781,0,0,0,68.75487039
9.79,81.69119167,0.0390391,9.64E-06,0,0.000840567,0,0,0,68.7367549
9.8,81.53502806,0.0308304,8.55E-06,0,0.000958353,0,0,0,68.71863942
9.81,81.39458766,0.0226144,4.60E-06,0,0.001076139,0,0,0,68.70052393
9.82,81.26892911,0.0190344,5.92E-06,0,0.001193925,0,0,0,68.68240845
9.83,81.16258694,0.0344987,7.77E-06,0,0.001311711,0,0,0,68.66429297
9.84,81.07964751,0.0287554,1.15E-05,0,0.001429497,0,0,0,68.65075238
9.85,81.01787654,0.023846,8.33E-06,0,0.001547283,0,0,0,68.64741431
9.86,80.97337216,0.0192711,1.05E-05,0,0.001665069,0,0,0,68.64407625
9.87,80.9474305,0.0220388,2.87E-05,0,0.001782854,0,0,0,68.64073818
9.88,80.94449708,0.0209758,1.48E-05,0,0.00190064,0,0,0,68.63740012
9.89,80.96366202,0.0108067,3.31E-06,0,0.002018426,0,0,0,68.63406205
9.9,80.99804162,0.0221025,1.79E-05,0,0.002136212,0,0,0,68.63072398
9.91,81.04761285,0.020981,1.97E-05,0,0.002253998,0,0,0,68.61893108
9.92,81.10860938,0.0212358,1.53E-05,0,0.002371784,0,0,0,68.60407905
9.93,81.17997457,0.0257797,2.40E-05,0,0.00248957,0,0,0,68.58922702
9.94,81.26009708,0.0192345,1.84E-05,0,0.002607356,0,0,0,68.57437499
9.95,81.35039375,0.0196962,3.30E-05,0,0.002725142,0,0,0,68.55952296
9.96,81.45373606,0.0151178,1.60E-05,0,0.002842928,0,0,0,68.54467093
9.97,81.56915241,0.0258578,1.53E-05,0,0.002960713,0,0,0,68.52951799
9.98,81.69256977,0.034372,1.90E-05,0,0.003078499,0,0,0,68.51040042
9.99,81.82132411,0.0322493,1.80E-05,0,0.003196285,0,0,0,68.49128284
10,81.9540488,0.0284168,1.16E-05,0,0.003314071,0,0,0,68.47216526
10.01,82.07595734,0.0160861,3.14E-05,0,0.003431857,0,0,0,68.45304768
10.02,82.19918193,0.0228922,3.32E-05,0,0.003549643,0,0,0,68.43393011
10.03,82.3238587,0.041883,2.44E-05,0,0.003667429,0,0,0,68.41481253
10.04,82.44905758,0.0429648,9.96E-06,0,0.003785215,0,0,0,68.39475408
10.05,82.57112093,0.021265,1.92E-05,0,0.003903001,0,0,0,68.3726636
10.06,82.68639123,0.0118826,1.16E-05,0,0.004020787,0,0,0,68.35057311
10.07,82.79444967,0.0385633,4.25E-06,0,0.004138572,0,0,0,68.32848263
10.08,82.89819852,0.0482667,7.73E-06,0,0.004256358,0,0,0,68.30639214
10.09,83.00092272,0.0345929,2.13E-05,0,0.004374144,0,0,0,68.28430166
10.1,83.10310148,0.0389996,2.26E-05,0,0.00449193,0,0,0,68.26221117
10.11,83.18691142,0.0485541,1.76E-05,0,0.004609716,0,0,0,68.24039703
10.12,83.25957167,0.0349592,2.29E-05,0,0.004727502,0,0,0,68.21889417
10.13,83.31877148,0.0318203,2.75E-05,0,0.004845288,0,0,0,68.19739131
10.14,83.36442843,0.039804,2.84E-05,0,0.004963074,0,0,0,68.17588845
10.15,83.39855134,0.0473593,1.61E-05,0,0.00508086,0,0,0,68.15438559
10.16,83.42221999,0.0327793,2.51E-05,0,0.005198646,0,0,0,68.13288273
10.17,83.43521161,0.0320576,2.16E-05,0,0.005316431,0,0,0,68.11137986
10.18,83.43774345,0.04682,1.36E-05,0,0.005434217,0,0,0,68.08730542
10.19,83.43100519,0.0350645,2.06E-05,0,0.005552003,0,0,0,68.06095089
10.2,83.41579761,0.0335261,3.62E-05,0,0.005669789,0,0,0,68.03459637
10.21,83.40142344,0.0461212,3.68E-05,0,0.005787575,0,0,0,68.00824184
10.22,83.38507799,0.0425101,3.21E-05,0,0.005905361,0,0,0,67.98188731
10.23,83.36058882,0.0440784,2.06E-05,0,0.006023147,0,0,0,67.95553279
10.24,83.32770637,0.043377,3.29E-05,0,0.006140933,0,0,0,67.92917826
10.25,83.28668571,0.0380675,3.92E-05,0,0.006258719,0,0,0,67.90557198
10.26,83.23972107,0.0329196,4.64E-05,0,0.006376505,0,0,0,67.88490368
10.27,83.1903734,0.0305791,5.47E-05,0,0.00649429,0,0,0,67.86423538
10.28,83.14028823,0.061696,3.10E-05,0,0.006612076,0,0,0,67.84356708
10.29,83.08774224,0.0593364,3.67E-05,0,0.006729862,0,0,0,67.82289878
10.3,83.02991269,0.0409367,4.43E-05,0,0.006847648,0,0,0,67.80223048
10.31,82.96531417,0.0358106,4.39E-05,0,0.006965434,0,0,0,67.78156218
10.32,82.89234556,0.0439705,4.45E-05,0,0.00708322,0,0,0,67.75831242
10.33,82.81516463,0.0625184,3.72E-05,0,0.007201006,0,0,0,67.73024626
10.34,82.73730202,0.0557505,2.56E-05,0,0.007318792,0,0,0,67.7021801
10.35,82.66297151,0.040849,2.91E-05,0,0.007436578,0,0,0,67.67411393
10.36,82.59508958,0.0438803,4.58E-05,0,0.007554364,0,0,0,67.64604777
10.37,82.53399515,0.0380997,4.64E-05,0,0.007672149,0,0,0,67.6179816
10.38,82.47854554,0.0356243,2.64E-05,0,0.007789935,0,0,0,67.58991544
10.39,82.4281437,0.0355559,4.13E-05,0,0.007907721,0,0,0,67.56028996
10.4,82.38357104,0.0460881,6.62E-05,0,0.008025507,0,0,0,67.51860724
10.41,82.34632212,0.0510556,4.99E-05,0,0.008143293,0,0,0,67.47692452
10.42,82.30991297,0.0482209,3.21E-05,0,0.008261079,0,0,0,67.43524179
10.43,82.26635457,0.0432713,3.39E-05,0,0.008378865,0,0,0,67.39355907
10.44,82.22861551,0.0439597,4.84E-05,0,0.008496651,0,0,0,67.35187635
10.45,82.19594593,0.0398586,5.66E-05,0,0.008614437,0,0,0,67.31019362
10.46,82.16933887,0.0217579,4.87E-05,0,0.008732223,0,0,0,67.2685109
10.47,82.14991609,0.0378026,5.15E-05,0,0.008850008,0,0,0,67.21802932
10.48,82.13659528,0.0603338,4.64E-05,0,0.008967794,0,0,0,67.16503568
10.49,82.12704486,0.0661754,5.11E-05,0,0.00908558,0,0,0,67.11204204
10.5,82.12107368,0.0541995,4.74E-05,0,0.009203366,0,0,0,67.05904839
10.51,82.12154812,0.0584021,4.93E-05,0,0.009321152,0,0,0,67.00605475
10.52,82.13203321,0.0532132,6.55E-05,0,0.009438938,0,0,0,66.95306111
10.53,82.14800197,0.0513317,5.36E-05,0,0.009556724,0,0,0,66.90006746
10.54,82.16352441,0.0493339,4.58E-05,0,0.00967451,0,0,0,66.85160127
10.55,82.18547057,0.0490132,5.24E-05,0,0.009792296,0,0,0,66.81204457
10.56,82.21382474,0.0504449,4.90E-05,0,0.009910082,0,0,0,66.77248787
10.57,82.25184017,0.0511877,4.61E-05,0,0.010027867,0,0,0,66.73293118
10.58,82.30083613,0.0459607,5.93E-05,0,0.010145653,0,0,0,66.69337448
10.59,82.35834938,0.0571205,6.76E-05,0,0.010263439,0,0,0,66.65381778
10.6,82.4202672,0.0709268,7.78E-05,0,0.010381225,0,0,0,66.61426108
10.61,82.48234127,0.0695891,6.76E-05,0,0.010499011,0,0,0,66.57470439
10.62,82.54165138,0.0588854,6.15E-05,0,0.010616797,0,0,0,66.52664883
10.63,82.59764411,0.0546993,6.97E-05,0,0.010734583,0,0,0,66.47632552
10.64,82.65505373,0.052978,6.66E-05,0,0.010852369,0,0,0,66.42600221
10.65,82.72794187,0.0613266,5.71E-05,0,0.010970155,0,0,0,66.37567889
10.66,82.8045986,0.0568878,7.57E-05,0,0.011087941,0,0,0,66.32535558
10.67,82.88296101,0.0545665,9.19E-05,0,0.011205726,0,0,0,66.27503226
10.68,82.95966322,0.0607602,7.19E-05,0,0.011323512,0,0,0,66.22470895
10.69,83.0333615,0.0734351,5.59E-05,0,0.011441298,0,0,0,66.17094709
10.7,83.10515079,0.0736445,6.64E-05,0,0.011559084,0,0,0,66.09474907
10.71,83.17725055,0.0681386,7.36E-05,0,0.01167687,0,0,0,66.01855104
10.72,83.25084845,0.0619133,8.43E-05,0,0.011794656,0,0,0,65.94235302
10.73,83.32416218,0.0565255,9.08E-05,0,0.011912442,0,0,0,65.866155
10.74,83.39205274,0.0615957,9.12E-05,0,0.012030228,0,0,0,65.78995697
10.75,83.45093503,0.055598,8.40E-05,0,0.012148014,0,0,0,65.71375895
10.76,83.50745321,0.0511637,7.06E-05,0,0.0122658,0,0,0,65.63756093
10.77,83.55753039,0.0597896,7.21E-05,0,0.012383585,0,0,0,65.56647305
10.78,83.59869201,0.0747609,8.17E-05,0,0.012501371,0,0,0,65.50472935
10.79,83.63094767,0.0733567,7.03E-05,0,0.012619157,0,0,0,65.44298564
10.8,83.65450873,0.0586199,8.71E-05,0,0.012736943,0,0,0,65.38124193
10.81,83.66947191,0.042676,9.03E-05,0,0.012854729,0,0,0,65.31949823
10.82,83.67432567,0.0629133,6.30E-05,0,0.012972515,0,0,0,65.25775452
10.83,83.66725966,0.0947361,5.94E-05,0,0.013090301,0,0,0,65.19601082
10.84,83.64793222,0.070478,6.37E-05,0,0.013208087,0,0,0,65.13426711
10.85,83.61687408,0.0558915,7.81E-05,0,0.013325873,0,0,0,65.06343245
10.86,83.57512578,0.069269,7.47E-05,0,0.013443659,0,0,0,64.98242327
10.87,83.52404054,0.0902423,7.09E-05,0,0.013561444,0,0,0,64.90141409
10.88,83.46999697,0.0900278,9.60E-05,0,0.01367923,0,0,0,64.8204049
10.89,83.40962307,0.0793748,9.84E-05,0,0.013797016,0,0,0,64.73939572
10.9,83.34208666,0.0943269,8.20E-05,0,0.013914802,0,0,0,64.65838654
10.91,83.26519332,0.1064331,7.34E-05,0,0.014032588,0,0,0,64.57737736
10.92,83.17664697,0.0903431,8.44E-05,0,0.014150374,0,0,0,64.49636818
10.93,83.07510905,0.0823915,9.11E-05,0,0.01426816,0,0,0,64.42356639
10.94,82.96143721,0.1240338,8.23E-05,0,0.014385946,0,0,0,64.35987346
10.95,82.84154768,0.1280083,9.05E-05,0,0.014503732,0,0,0,64.29618052
10.96,82.71996766,0.1271471,0.000128144,0,0.014621518,0,0,0,64.23248758
10.97,82.59836807,0.0981111,0.000112989,0,0.014739303,0,0,0,64.16879464
10.98,82.47646486,0.1062711,0.000110419,0,0.014857089,0,0,0,64.1051017
10.99,82.35232527,0.1253079,0.000111254,0,0.014974875,0,0,0,64.04140877
11,82.2220527,0.1301772,0.000116648,0,0.015092661,0,0,0,63.97771583
11.01,82.08436745,0.1011092,0.000121854,0,0.015210447,0,0,0,63.90469214
11.02,81.94047746,0.0943621,9.81E-05,0,0.015328233,0,0,0,63.81487912
11.03,81.79197816,0.1302304,0.000104846,0,0.015446019,0,0,0,63.7250661
11.04,81.64043116,0.1309476,0.000132583,0,0.015563805,0,0,0,63.63525308
11.05,81.48701707,0.1320393,0.000143044,0,0.015681591,0,0,0,63.54544005
11.06,81.33115929,0.1043953,0.000137716,0,0.015799377,0,0,0,63.45562703
11.07,81.17108378,0.1224399,0.000147704,0,0.015917162,0,0,0,63.36581401
11.08,81.00623991,0.1472715,0.000135704,0,0.016034948,0,0,0,63.27600099
11.09,80.83717627,0.1400578,0.000136398,0,0.016152734,0,0,0,63.18577308
11.1,80.66529289,0.1074565,0.000129363,0,0.01627052,0,0,0,63.09247278
11.11,80.49318408,0.1085656,0.000151962,0,0.016388306,0,0,0,62.99917248
11.12,80.32977805,0.1275111,0.000153854,0,0.016506092,0,0,0,62.90587218
11.13,80.16988745,0.1242816,0.000161494,0,0.016623878,0,0,0,62.81257188
11.14,80.01250236,0.1031446,0.000145779,0,0.016741664,0,0,0,62.71927158
11.15,79.85735125,0.0891968,0.000172683,0,0.01685945,0,0,0,62.62597128
11.16,79.70436455,0.1526823,0.000161136,0,0.016977236,0,0,0,62.53267098
11.17,79.55442206,0.1666666,0.000172866,0,0.017095021,0,0,0,62.43937068
11.18,79.40788492,0.1290013,0.000171647,0,0.017212807,0,0,0,62.34363586
11.19,79.26450733,0.1174749,0.000162588,0,0.017330593,0,0,0,62.24711727
11.2,79.12384424,0.118721,0.000155756,0,0.017448379,0,0,0,62.15059869
11.21,78.9853168,0.1326902,0.000165784,0,0.017566165,0,0,0,62.0540801
11.22,78.84853723,0.1329567,0.000170447,0,0.017683951,0,0,0,61.95756152
11.23,78.71400883,0.1333967,0.000175236,0,0.017801737,0,0,0,61.86104293
11.24,78.59033508,0.1364126,0.000177438,0,0.017919523,0,0,0,61.76452434
11.25,78.48147776,0.1451385,0.000188887,0,0.018037309,0,0,0,61.66800576
11.26,78.37431898,0.1540553,0.000193384,0,0.018155095,0,0,0,61.56951994
11.27,78.26907994,0.1306117,0.000168022,0,0.01827288,0,0,0,61.46562973
11.28,78.1660949,0.1073124,0.000149443,0,0.018390666,0,0,0,61.36173952
11.29,78.06521405,0.1127291,0.000157053,0,0.018508452,0,0,0,61.25784932
11.3,77.96624652,0.1312186,0.000168249,0,0.018626238,0,0,0,61.15395911
11.31,77.86879396,0.120333,0.000177708,0,0.018744024,0,0,0,61.0500689
11.32,77.77487303,0.1324883,0.000162492,0,0.01886181,0,0,0,60.9461787
11.33,77.68602929,0.138112,0.000157738,0,0.018979596,0,0,0,60.84228849
11.34,77.60344958,0.1241438,0.000170564,0,0.019097382,0,0,0,60.73839828
11.35,77.52858112,0.104662,0.000187853,0,0.019215168,0,0,0,60.62303664
11.36,77.46235764,0.0883936,0.000181657,0,0.019332954,0,0,0,60.50106392
11.37,77.41002949,0.0974641,0.000176937,0,0.019450739,0,0,0,60.37909119
11.38,77.3679653,0.095127,0.000167017,0,0.019568525,0,0,0,60.25711847
11.39,77.33159737,0.0890257,0.000181491,0,0.019686311,0,0,0,60.13514575
11.4,77.29983456,0.0934796,0.000173974,0,0.019804097,0,0,0,60.01317303
11.41,77.27174103,0.1047456,0.000183326,0,0.019921883,0,0,0,59.89120031
11.42,77.24690805,0.112358,0.000184489,0,0.020039669,0,0,0,59.76922759
11.43,77.22488376,0.1171451,0.000185889,0,0.020157455,0,0,0,59.64725486
11.44,77.20424269,0.0984974,0.000175447,0,0.020275241,0,0,0,59.55952294
11.45,77.18430588,0.1016292,0.000162451,0,0.020393027,0,0,0,59.47639079
11.46,77.16635653,0.1116866,0.000170192,0,0.020510813,0,0,0,59.39325864
11.47,77.15129117,0.1078942,0.000174266,0,0.020628598,0,0,0,59.31012649
11.48,77.14063948,0.1019894,0.0001778,0,0.020746384,0,0,0,59.22699434
11.49,77.13869435,0.0767727,0.000176454,0,0.02086417,0,0,0,59.14386219
11.5,77.14130315,0.0724948,0.000193769,0,0.020981956,0,0,0,59.06073004
11.51,77.14945386,0.0977388,0.000175551,0,0.021099742,0,0,0,58.97759788
11.52,77.16598125,0.1281441,0.000169025,0,0.021217528,0,0,0,58.89446573
