Wavelength,Ge 7µm ,Ge 7.25µm,Ge 7.5µm,Ge 7.8µm,Ge 8µm,Ge 8.28µm,Ge 8.55µm,Ge 8.75µm,Ge 9µm,Ge 9.5µm,Ge 10µm,ZnS 6.25-12.5µm,CdTe 12.5-25µm,Mesh 25-50µm,Mesh 50-100µm,Unfiltered,Perfect square filter 8.5-9.5µm (for 9µm NaCl peak),Mesh 100-200µm (Cardiff),Low pass filter?
138.98,0,0,0,0,0,0,0,0,0,0,0,0,0.105843809,0.684030204,1.804653272,100,0,66.4683265,
138.99,0,0,0,0,0,0,0,0,0,0,0,0,0.106010316,0.683639696,1.802916148,100,0,66.47034064,
139,0,0,0,0,0,0,0,0,0,0,0,0,0.106176823,0.683249281,1.801179023,100,0,66.47235478,
139.01,0,0,0,0,0,0,0,0,0,0,0,0,0.10634333,0.682858959,1.799441899,100,0,66.47436892,
139.02,0,0,0,0,0,0,0,0,0,0,0,0,0.106509838,0.682468731,1.797704775,100,0,66.47638306,
139.03,0,0,0,0,0,0,0,0,0,0,0,0,0.106676345,0.682078596,1.795967651,100,0,66.4783972,
139.04,0,0,0,0,0,0,0,0,0,0,0,0,0.106842852,0.681688499,1.794230527,100,0,66.48041135,
139.05,0,0,0,0,0,0,0,0,0,0,0,0,0.10700936,0.68129855,1.792493403,100,0,66.48242549,
139.06,0,0,0,0,0,0,0,0,0,0,0,0,0.107175867,0.680908695,1.790756278,100,0,66.48443963,
139.07,0,0,0,0,0,0,0,0,0,0,0,0,0.107342374,0.680575391,1.78804481,100,0,66.48645377,
139.08,0,0,0,0,0,0,0,0,0,0,0,0,0.107508882,0.680255852,1.785091924,100,0,66.48846791,
139.09,0,0,0,0,0,0,0,0,0,0,0,0,0.107675389,0.679936349,1.782139038,100,0,66.49048205,
139.1,0,0,0,0,0,0,0,0,0,0,0,0,0.107841896,0.679616883,1.779186152,100,0,66.49249619,
139.11,0,0,0,0,0,0,0,0,0,0,0,0,0.108008404,0.679297455,1.776233267,100,0,66.49451033,
139.12,0,0,0,0,0,0,0,0,0,0,0,0,0.108174911,0.678978062,1.773280381,100,0,66.49652447,
139.13,0,0,0,0,0,0,0,0,0,0,0,0,0.108341418,0.678658707,1.770327495,100,0,66.49853861,
139.14,0,0,0,0,0,0,0,0,0,0,0,0,0.108507925,0.678339388,1.767374525,100,0,66.50055275,
139.15,0,0,0,0,0,0,0,0,0,0,0,0,0.108674433,0.678020106,1.764421639,100,0,66.50256689,
139.16,0,0,0,0,0,0,0,0,0,0,0,0,0.10884094,0.677700861,1.761468754,100,0,66.50458103,
139.17,0,0,0,0,0,0,0,0,0,0,0,0,0.109007447,0.677381652,1.758515868,100,0,66.50659517,
139.18,0,0,0,0,0,0,0,0,0,0,0,0,0.109173955,0.67706248,1.755562982,100,0,66.50860931,
139.19,0,0,0,0,0,0,0,0,0,0,0,0,0.109340462,0.676743345,1.752610096,100,0,66.51062345,
139.2,0,0,0,0,0,0,0,0,0,0,0,0,0.110508943,0.676424247,1.74965721,100,0,66.51263759,
139.21,0,0,0,0,0,0,0,0,0,0,0,0,0.111711896,0.676105185,1.746704324,100,0,66.51465173,
139.22,0,0,0,0,0,0,0,0,0,0,0,0,0.112914849,0.67578616,1.743751355,100,0,66.51666588,
139.23,0,0,0,0,0,0,0,0,0,0,0,0,0.114117802,0.675467172,1.740798469,100,0,66.51868002,
139.24,0,0,0,0,0,0,0,0,0,0,0,0,0.115320755,0.675148221,1.737845583,100,0,66.52069416,
139.25,0,0,0,0,0,0,0,0,0,0,0,0,0.116523708,0.674829306,1.734892697,100,0,66.5227083,
139.26,0,0,0,0,0,0,0,0,0,0,0,0,0.117726661,0.674510428,1.731939811,100,0,66.52472244,
139.27,0,0,0,0,0,0,0,0,0,0,0,0,0.118929614,0.674048916,1.728986925,100,0,66.52673658,
139.28,0,0,0,0,0,0,0,0,0,0,0,0,0.120132567,0.673586707,1.726034039,100,0,66.52875072,
139.29,0,0,0,0,0,0,0,0,0,0,0,0,0.12133552,0.673124554,1.723081153,100,0,66.53076486,
139.3,0,0,0,0,0,0,0,0,0,0,0,0,0.122538473,0.672662403,1.720128184,100,0,66.532779,
139.31,0,0,0,0,0,0,0,0,0,0,0,0,0.123741426,0.672200049,1.718182665,100,0,66.53479314,
139.32,0,0,0,0,0,0,0,0,0,0,0,0,0.124944379,0.671736737,1.719569379,100,0,66.53680728,
139.33,0,0,0,0,0,0,0,0,0,0,0,0,0.126147332,0.671273483,1.720956009,100,0,66.53882142,
139.34,0,0,0,0,0,0,0,0,0,0,0,0,0.127350285,0.670810233,1.722342723,100,0,66.54083556,
139.35,0,0,0,0,0,0,0,0,0,0,0,0,0.128553238,0.670347094,1.723729437,100,0,66.5428497,
139.36,0,0,0,0,0,0,0,0,0,0,0,0,0.129756191,0.669884012,1.725116068,100,0,66.54486384,
139.37,0,0,0,0,0,0,0,0,0,0,0,0,0.130959144,0.669420988,1.726502782,100,0,66.54687798,
139.38,0,0,0,0,0,0,0,0,0,0,0,0,0.132162097,0.668957968,1.727889495,100,0,66.54889212,
139.39,0,0,0,0,0,0,0,0,0,0,0,0,0.13336505,0.66849506,1.729276126,100,0,66.55090626,
139.4,0,0,0,0,0,0,0,0,0,0,0,0,0.134568003,0.668032209,1.73066284,100,0,66.55292041,
139.41,0,0,0,0,0,0,0,0,0,0,0,0,0.135770956,0.667569416,1.732049554,100,0,66.55493455,
139.42,0,0,0,0,0,0,0,0,0,0,0,0,0.136973909,0.667106626,1.733436184,100,0,66.55694869,
139.43,0,0,0,0,0,0,0,0,0,0,0,0,0.138176862,0.666643948,1.734822898,100,0,66.55896283,
139.44,0,0,0,0,0,0,0,0,0,0,0,0,0.139379815,0.666181328,1.736209612,100,0,66.56097697,
139.45,0,0,0,0,0,0,0,0,0,0,0,0,0.140582768,0.665718711,1.737596243,100,0,66.56299111,
139.46,0,0,0,0,0,0,0,0,0,0,0,0,0.141785721,0.665256206,1.738982957,100,0,66.56500525,
139.47,0,0,0,0,0,0,0,0,0,0,0,0,0.142988674,0.664793758,1.740369671,100,0,66.56701939,
139.48,0,0,0,0,0,0,0,0,0,0,0,0,0.144191627,0.664331369,1.741756301,100,0,66.56903353,
139.49,0,0,0,0,0,0,0,0,0,0,0,0,0.14539458,0.663868983,1.743143015,100,0,66.57104767,
139.5,0,0,0,0,0,0,0,0,0,0,0,0,0.146597533,0.663406708,1.744529729,100,0,66.57306181,
139.51,0,0,0,0,0,0,0,0,0,0,0,0,0.147800486,0.662944492,1.74591636,100,0,66.57507595,
139.52,0,0,0,0,0,0,0,0,0,0,0,0,0.149003439,0.662482333,1.747303073,100,0,66.57709009,
139.53,0,0,0,0,0,0,0,0,0,0,0,0,0.150206392,0.662020177,1.748689787,100,0,66.57910423,
139.54,0,0,0,0,0,0,0,0,0,0,0,0,0.151409345,0.661558133,1.750076418,100,0,66.58111837,
139.55,0,0,0,0,0,0,0,0,0,0,0,0,0.152612299,0.661096147,1.751463132,100,0,66.58313251,
139.56,0,0,0,0,0,0,0,0,0,0,0,0,0.153815252,0.660640014,1.752225912,100,0,66.58514665,
139.57,0,0,0,0,0,0,0,0,0,0,0,0,0.155018205,0.660188089,1.752529206,100,0,66.5871608,
139.58,0,0,0,0,0,0,0,0,0,0,0,0,0.156221158,0.659736263,1.7528325,100,0,66.58917494,
139.59,0,0,0,0,0,0,0,0,0,0,0,0,0.157424111,0.659284481,1.753135878,100,0,66.59118908,
139.6,0,0,0,0,0,0,0,0,0,0,0,0,0.158627064,0.658832745,1.753439172,100,0,66.59320322,
139.61,0,0,0,0,0,0,0,0,0,0,0,0,0.159830017,0.658381,1.753742466,100,0,66.59521736,
139.62,0,0,0,0,0,0,0,0,0,0,0,0,0.16103297,0.657929354,1.754045844,100,0,66.5972315,
139.63,0,0,0,0,0,0,0,0,0,0,0,0,0.162235923,0.657477753,1.754349138,100,0,66.59924564,
139.64,0,0,0,0,0,0,0,0,0,0,0,0,0.163438876,0.657026143,1.754652432,100,0,66.60125978,
139.65,0,0,0,0,0,0,0,0,0,0,0,0,0.164641829,0.656574632,1.754955726,100,0,66.60327392,
139.66,0,0,0,0,0,0,0,0,0,0,0,0,0.165932443,0.656123165,1.755259104,100,0,66.60528806,
139.67,0,0,0,0,0,0,0,0,0,0,0,0,0.168004879,0.655671744,1.755562398,100,0,66.6073022,
139.68,0,0,0,0,0,0,0,0,0,0,0,0,0.170077315,0.655220315,1.755865692,100,0,66.60931634,
139.69,0,0,0,0,0,0,0,0,0,0,0,0,0.172149751,0.654768984,1.75616907,100,0,66.61133048,
139.7,0,0,0,0,0,0,0,0,0,0,0,0,0.174222187,0.654317698,1.756472364,100,0,66.61334462,
139.71,0,0,0,0,0,0,0,0,0,0,0,0,0.176294623,0.653866457,1.756775658,100,0,66.61535876,
139.72,0,0,0,0,0,0,0,0,0,0,0,0,0.178367059,0.653415208,1.757079036,100,0,66.6173729,
139.73,0,0,0,0,0,0,0,0,0,0,0,0,0.180439495,0.652964056,1.75738233,100,0,66.61938704,
139.74,0,0,0,0,0,0,0,0,0,0,0,0,0.182511931,0.652512951,1.757685624,100,0,66.62140118,
139.75,0,0,0,0,0,0,0,0,0,0,0,0,0.184584367,0.65206189,1.757988918,100,0,66.62341533,
139.76,0,0,0,0,0,0,0,0,0,0,0,0,0.186656803,0.651610821,1.758292296,100,0,66.62542947,
139.77,0,0,0,0,0,0,0,0,0,0,0,0,0.188729239,0.65115985,1.75859559,100,0,66.62744361,
139.78,0,0,0,0,0,0,0,0,0,0,0,0,0.190801675,0.650708925,1.758898884,100,0,66.62945775,
139.79,0,0,0,0,0,0,0,0,0,0,0,0,0.192874112,0.650258044,1.759202261,100,0,66.63147189,
139.8,0,0,0,0,0,0,0,0,0,0,0,0,0.194946548,0.649807154,1.759505556,100,0,66.63348603,
139.81,0,0,0,0,0,0,0,0,0,0,0,0,0.197018984,0.64933555,1.755084482,100,0,66.63550017,
139.82,0,0,0,0,0,0,0,0,0,0,0,0,0.19909142,0.648859917,1.749711164,100,0,66.63751431,
139.83,0,0,0,0,0,0,0,0,0,0,0,0,0.201163856,0.648384308,1.744337929,100,0,66.63952845,
139.84,0,0,0,0,0,0,0,0,0,0,0,0,0.203236292,0.647908829,1.738964694,100,0,66.64154259,
139.85,0,0,0,0,0,0,0,0,0,0,0,0,0.205308728,0.647433428,1.733591459,100,0,66.64355673,
139.86,0,0,0,0,0,0,0,0,0,0,0,0,0.207381164,0.646958103,1.728218224,100,0,66.64557087,
139.87,0,0,0,0,0,0,0,0,0,0,0,0,0.2094536,0.646482802,1.722844989,100,0,66.64758501,
139.88,0,0,0,0,0,0,0,0,0,0,0,0,0.211526036,0.646007631,1.717471671,100,0,66.64959915,
139.89,0,0,0,0,0,0,0,0,0,0,0,0,0.213598472,0.645532537,1.712098436,100,0,66.65161329,
139.9,0,0,0,0,0,0,0,0,0,0,0,0,0.215670908,0.645057521,1.706725201,100,0,66.65362743,
139.91,0,0,0,0,0,0,0,0,0,0,0,0,0.217743344,0.644582527,1.701351966,100,0,66.65564157,
139.92,0,0,0,0,0,0,0,0,0,0,0,0,0.21981578,0.644107664,1.695978731,100,0,66.65765571,
139.93,0,0,0,0,0,0,0,0,0,0,0,0,0.221888216,0.643632878,1.690605496,100,0,66.65966986,
139.94,0,0,0,0,0,0,0,0,0,0,0,0,0.223960652,0.643158169,1.685232177,100,0,66.661684,
139.95,0,0,0,0,0,0,0,0,0,0,0,0,0.226033088,0.642683483,1.679858942,100,0,66.66369814,
139.96,0,0,0,0,0,0,0,0,0,0,0,0,0.228105524,0.642208927,1.674485707,100,0,66.66571228,
139.97,0,0,0,0,0,0,0,0,0,0,0,0,0.23017796,0.641734449,1.669112472,100,0,66.66772642,
139.98,0,0,0,0,0,0,0,0,0,0,0,0,0.232250396,0.641260047,1.663739237,100,0,66.66974056,
139.99,0,0,0,0,0,0,0,0,0,0,0,0,0.234322832,0.640785669,1.658366002,100,0,66.6717547,
140,0,0,0,0,0,0,0,0,0,0,0,0,0.236395268,0.640311422,1.652992684,100,0,66.67376884,
140.01,0,0,0,0,0,0,0,0,0,0,0,0,0.238467704,0.639837251,1.647619449,100,0,66.67578298,
140.02,0,0,0,0,0,0,0,0,0,0,0,0,0.24054014,0.639363104,1.642246214,100,0,66.67779712,
140.03,0,0,0,0,0,0,0,0,0,0,0,0,0.242612576,0.638889087,1.636872979,100,0,66.67981126,
140.04,0,0,0,0,0,0,0,0,0,0,0,0,0.244685013,0.638415147,1.631499744,100,0,66.6818254,
140.05,0,0,0,0,0,0,0,0,0,0,0,0,0.246757449,0.637941312,1.626127092,100,0,66.68383954,
140.06,0,0,0,0,0,0,0,0,0,0,0,0,0.248829885,0.637474697,1.621642975,100,0,66.68585368,
140.07,0,0,0,0,0,0,0,0,0,0,0,0,0.250902321,0.637008202,1.617158858,100,0,66.68786782,
140.08,0,0,0,0,0,0,0,0,0,0,0,0,0.252974757,0.636541776,1.612674742,100,0,66.68988196,
140.09,0,0,0,0,0,0,0,0,0,0,0,0,0.255047193,0.636075418,1.608190541,100,0,66.6918961,
140.1,0,0,0,0,0,0,0,0,0,0,0,0,0.257119629,0.635609073,1.603706424,100,0,66.69391024,
140.11,0,0,0,0,0,0,0,0,0,0,0,0,0.259192065,0.635142849,1.599222307,100,0,66.69592439,
140.12,0,0,0,0,0,0,0,0,0,0,0,0,0.261264501,0.634676693,1.59473819,100,0,66.69793853,
140.13,0,0,0,0,0,0,0,0,0,0,0,0,0.263336937,0.634210604,1.59025399,100,0,66.69995267,
140.14,0,0,0,0,0,0,0,0,0,0,0,0,0.265427113,0.633744529,1.585769873,100,0,66.70196681,
140.15,0,0,0,0,0,0,0,0,0,0,0,0,0.267518869,0.633278576,1.581285756,100,0,66.70398095,
140.16,0,0,0,0,0,0,0,0,0,0,0,0,0.269610625,0.63281269,1.576801639,100,0,66.70599509,
140.17,0,0,0,0,0,0,0,0,0,0,0,0,0.271702381,0.632346871,1.572317439,100,0,66.70800923,
140.18,0,0,0,0,0,0,0,0,0,0,0,0,0.273794137,0.631881066,1.567833322,100,0,66.71002337,
140.19,0,0,0,0,0,0,0,0,0,0,0,0,0.275885893,0.631415383,1.563349205,100,0,66.71203751,
140.2,0,0,0,0,0,0,0,0,0,0,0,0,0.277977649,0.630949767,1.558865088,100,0,66.71405165,
140.21,0,0,0,0,0,0,0,0,0,0,0,0,0.280069406,0.628597847,1.554380887,100,0,66.71606579,
140.22,0,0,0,0,0,0,0,0,0,0,0,0,0.282161162,0.626036111,1.54989677,100,0,66.71807993,
140.23,0,0,0,0,0,0,0,0,0,0,0,0,0.284252918,0.623474839,1.545412653,100,0,66.72009407,
140.24,0,0,0,0,0,0,0,0,0,0,0,0,0.286344674,0.620913976,1.540928453,100,0,66.72210821,
140.25,0,0,0,0,0,0,0,0,0,0,0,0,0.28843643,0.618353521,1.536444336,100,0,66.72412235,
140.26,0,0,0,0,0,0,0,0,0,0,0,0,0.290528186,0.615793476,1.531960219,100,0,66.72613649,
140.27,0,0,0,0,0,0,0,0,0,0,0,0,0.292619942,0.613233788,1.527476102,100,0,66.72815063,
140.28,0,0,0,0,0,0,0,0,0,0,0,0,0.294711698,0.610674562,1.522991902,100,0,66.73016478,
140.29,0,0,0,0,0,0,0,0,0,0,0,0,0.296803454,0.608115745,1.518507785,100,0,66.73217892,
140.3,0,0,0,0,0,0,0,0,0,0,0,0,0.29889521,0.605558665,1.514582723,100,0,66.73419306,
140.31,0,0,0,0,0,0,0,0,0,0,0,0,0.300986966,0.603016354,1.517016832,100,0,66.7362072,
140.32,0,0,0,0,0,0,0,0,0,0,0,0,0.303078722,0.600474374,1.519451024,100,0,66.73822134,
140.33,0,0,0,0,0,0,0,0,0,0,0,0,0.305170478,0.597932672,1.521885216,100,0,66.74023548,
140.34,0,0,0,0,0,0,0,0,0,0,0,0,0.307262234,0.595391249,1.524319408,100,0,66.74224962,
140.35,0,0,0,0,0,0,0,0,0,0,0,0,0.30935399,0.59285005,1.5267536,100,0,66.74426376,
140.36,0,0,0,0,0,0,0,0,0,0,0,0,0.311445746,0.590309184,1.529187709,100,0,66.7462779,
140.37,0,0,0,0,0,0,0,0,0,0,0,0,0.313537502,0.587768596,1.531621901,100,0,66.74829204,
140.38,0,0,0,0,0,0,0,0,0,0,0,0,0.315629258,0.585228286,1.534056093,100,0,66.75030618,
140.39,0,0,0,0,0,0,0,0,0,0,0,0,0.317721014,0.582688202,1.536490285,100,0,66.75232032,
140.4,0,0,0,0,0,0,0,0,0,0,0,0,0.31981277,0.580148449,1.538924393,100,0,66.75433446,
140.41,0,0,0,0,0,0,0,0,0,0,0,0,0.321904527,0.577608975,1.541358585,100,0,66.7563486,
140.42,0,0,0,0,0,0,0,0,0,0,0,0,0.323996283,0.575069778,1.543792777,100,0,66.75836274,
140.43,0,0,0,0,0,0,0,0,0,0,0,0,0.326088039,0.572530807,1.546226969,100,0,66.76037688,
140.44,0,0,0,0,0,0,0,0,0,0,0,0,0.328179795,0.569992168,1.548661162,100,0,66.76239102,
140.45,0,0,0,0,0,0,0,0,0,0,0,0,0.330271551,0.567453807,1.55109527,100,0,66.76440516,
140.46,0,0,0,0,0,0,0,0,0,0,0,0,0.332363307,0.564915724,1.553529462,100,0,66.76641931,
140.47,0,0,0,0,0,0,0,0,0,0,0,0,0.334455063,0.562377921,1.555963654,100,0,66.76843345,
140.48,0,0,0,0,0,0,0,0,0,0,0,0,0.336546819,0.559840341,1.558397846,100,0,66.77044759,
140.49,0,0,0,0,0,0,0,0,0,0,0,0,0.338638575,0.557303094,1.560831955,100,0,66.77246173,
140.5,0,0,0,0,0,0,0,0,0,0,0,0,0.340730331,0.554766125,1.563266147,100,0,66.77447587,
140.51,0,0,0,0,0,0,0,0,0,0,0,0,0.342822087,0.552229434,1.565700339,100,0,66.77649001,
140.52,0,0,0,0,0,0,0,0,0,0,0,0,0.344913843,0.549692969,1.568134531,100,0,66.77850415,
140.53,0,0,0,0,0,0,0,0,0,0,0,0,0.347005599,0.547156835,1.570568723,100,0,66.78051829,
140.54,0,0,0,0,0,0,0,0,0,0,0,0,0.349097355,0.544620979,1.573002832,100,0,66.78253243,
140.55,0,0,0,0,0,0,0,0,0,0,0,0,0.351189111,0.542086484,1.575290338,100,0,66.78454657,
140.56,0,0,0,0,0,0,0,0,0,0,0,0,0.353280867,0.53956543,1.575689116,100,0,66.78656071,
140.57,0,0,0,0,0,0,0,0,0,0,0,0,0.355372623,0.537044575,1.576087809,100,0,66.78857485,
140.58,0,0,0,0,0,0,0,0,0,0,0,0,0.357464379,0.534523866,1.576486503,100,0,66.79058899,
140.59,0,0,0,0,0,0,0,0,0,0,0,0,0.359556135,0.532003303,1.576885197,100,0,66.79260313,
140.6,0,0,0,0,0,0,0,0,0,0,0,0,0.361647892,0.529482832,1.577283974,100,0,66.79461727,
140.61,0,0,0,0,0,0,0,0,0,0,0,0,0.364241173,0.52696256,1.577682668,100,0,66.79663141,
140.62,0,0,0,0,0,0,0,0,0,0,0,0,0.367539243,0.524442433,1.578081362,100,0,66.79864555,
140.63,0,0,0,0,0,0,0,0,0,0,0,0,0.370837314,0.521922451,1.578480056,100,0,66.80065969,
140.64,0,0,0,0,0,0,0,0,0,0,0,0,0.374135384,0.519402563,1.578878833,100,0,66.80267384,
140.65,0,0,0,0,0,0,0,0,0,0,0,0,0.377433455,0.516882873,1.579277527,100,0,66.80468798,
140.66,0,0,0,0,0,0,0,0,0,0,0,0,0.380731525,0.514363328,1.57967622,100,0,66.80670212,
140.67,0,0,0,0,0,0,0,0,0,0,0,0,0.384029595,0.51184393,1.580074914,100,0,66.80871626,
140.68,0,0,0,0,0,0,0,0,0,0,0,0,0.387327666,0.509324676,1.580473691,100,0,66.8107304,
140.69,0,0,0,0,0,0,0,0,0,0,0,0,0.390625736,0.506805515,1.580872385,100,0,66.81274454,
140.7,0,0,0,0,0,0,0,0,0,0,0,0,0.393923807,0.504286553,1.581271079,100,0,66.81475868,
140.71,0,0,0,0,0,0,0,0,0,0,0,0,0.397221877,0.501767736,1.581669773,100,0,66.81677282,
140.72,0,0,0,0,0,0,0,0,0,0,0,0,0.400519948,0.499249065,1.58206855,100,0,66.81878696,
140.73,0,0,0,0,0,0,0,0,0,0,0,0,0.403818018,0.496730486,1.582467244,100,0,66.8208011,
140.74,0,0,0,0,0,0,0,0,0,0,0,0,0.407116088,0.494212107,1.582865938,100,0,66.82281524,
140.75,0,0,0,0,0,0,0,0,0,0,0,0,0.410414159,0.491693872,1.583264631,100,0,66.82482938,
140.76,0,0,0,0,0,0,0,0,0,0,0,0,0.413712229,0.489175783,1.583663409,100,0,66.82684352,
140.77,0,0,0,0,0,0,0,0,0,0,0,0,0.4170103,0.486657787,1.584062102,100,0,66.82885766,
140.78,0,0,0,0,0,0,0,0,0,0,0,0,0.42030837,0.484139989,1.584460796,100,0,66.8308718,
140.79,0,0,0,0,0,0,0,0,0,0,0,0,0.423606441,0.481622337,1.58485949,100,0,66.83288594,
140.8,0,0,0,0,0,0,0,0,0,0,0,0,0.426904511,0.479104831,1.585258267,100,0,66.83490008,
140.81,0,0,0,0,0,0,0,0,0,0,0,0,0.430202581,0.476593319,1.581205617,100,0,66.83691422,
140.82,0,0,0,0,0,0,0,0,0,0,0,0,0.433500652,0.474082082,1.577034051,100,0,66.83892837,
140.83,0,0,0,0,0,0,0,0,0,0,0,0,0.436798722,0.471570927,1.572862484,100,0,66.84094251,
140.84,0,0,0,0,0,0,0,0,0,0,0,0,0.440096793,0.469059854,1.568690918,100,0,66.84295665,
140.85,0,0,0,0,0,0,0,0,0,0,0,0,0.443394863,0.46654881,1.564519268,100,0,66.84497079,
140.86,0,0,0,0,0,0,0,0,0,0,0,0,0.446692934,0.464037901,1.560347702,100,0,66.84698493,
140.87,0,0,0,0,0,0,0,0,0,0,0,0,0.449991004,0.461527075,1.556176135,100,0,66.84899907,
140.88,0,0,0,0,0,0,0,0,0,0,0,0,0.453289074,0.45901633,1.552004569,100,0,66.85101321,
140.89,0,0,0,0,0,0,0,0,0,0,0,0,0.456587145,0.456505668,1.547833003,100,0,66.85302735,
140.9,0,0,0,0,0,0,0,0,0,0,0,0,0.459885215,0.453995034,1.543661436,100,0,66.85504149,
140.91,0,0,0,0,0,0,0,0,0,0,0,0,0.463183286,0.451484536,1.53948987,100,0,66.85705563,
140.92,0,0,0,0,0,0,0,0,0,0,0,0,0.466481356,0.448974119,1.535318303,100,0,66.85906977,
140.93,0,0,0,0,0,0,0,0,0,0,0,0,0.469779427,0.446463786,1.531146737,100,0,66.86108391,
140.94,0,0,0,0,0,0,0,0,0,0,0,0,0.473077497,0.44395348,1.526975171,100,0,66.86309805,
140.95,0,0,0,0,0,0,0,0,0,0,0,0,0.476375567,0.44144331,1.522803604,100,0,66.86511219,
140.96,0,0,0,0,0,0,0,0,0,0,0,0,0.479673638,0.438933222,1.518632038,100,0,66.86712633,
140.97,0,0,0,0,0,0,0,0,0,0,0,0,0.482971708,0.436423217,1.514460388,100,0,66.86914047,
140.98,0,0,0,0,0,0,0,0,0,0,0,0,0.486269779,0.43391324,1.510288822,100,0,66.87115461,
140.99,0,0,0,0,0,0,0,0,0,0,0,0,0.489567849,0.431403399,1.506117255,100,0,66.87316876,
141,0,0,0,0,0,0,0,0,0,0,0,0,0.49286592,0.428893639,1.501945689,100,0,66.8751829,
141.01,0,0,0,0,0,0,0,0,0,0,0,0,0.49616399,0.426383962,1.497774123,100,0,66.87719704,
141.02,0,0,0,0,0,0,0,0,0,0,0,0,0.49946206,0.423874314,1.493602556,100,0,66.87921118,
141.03,0,0,0,0,0,0,0,0,0,0,0,0,0.502760131,0.421364801,1.48943099,100,0,66.88122532,
141.04,0,0,0,0,0,0,0,0,0,0,0,0,0.506058201,0.41885537,1.485259423,100,0,66.88323946,
141.05,0,0,0,0,0,0,0,0,0,0,0,0,0.509356272,0.416346021,1.481087857,100,0,66.8852536,
141.06,0,0,0,0,0,0,0,0,0,0,0,0,0.512654342,0.413819813,1.479962158,100,0,66.88726774,
141.07,0,0,0,0,0,0,0,0,0,0,0,0,0.515952413,0.411289463,1.479665285,100,0,66.88928188,
141.08,0,0,0,0,0,0,0,0,0,0,0,0,0.519250483,0.408759454,1.479368328,100,0,66.89129602,
141.09,0,0,0,0,0,0,0,0,0,0,0,0,0.522739181,0.406229786,1.479071455,100,0,66.89331016,
141.1,0,0,0,0,0,0,0,0,0,0,0,0,0.526359192,0.403700458,1.478774582,100,0,66.8953243,
141.11,0,0,0,0,0,0,0,0,0,0,0,0,0.529979204,0.401171419,1.478477626,100,0,66.89733844,
141.12,0,0,0,0,0,0,0,0,0,0,0,0,0.533599215,0.398642773,1.478180753,100,0,66.89935258,
141.13,0,0,0,0,0,0,0,0,0,0,0,0,0.537219226,0.396114469,1.477883797,100,0,66.90136672,
141.14,0,0,0,0,0,0,0,0,0,0,0,0,0.540839237,0.393586505,1.477586924,100,0,66.90338086,
141.15,0,0,0,0,0,0,0,0,0,0,0,0,0.544459249,0.391058829,1.477290051,100,0,66.905395,
141.16,0,0,0,0,0,0,0,0,0,0,0,0,0.54807926,0.388624227,1.476993094,100,0,66.90740914,
141.17,0,0,0,0,0,0,0,0,0,0,0,0,0.551699271,0.386273846,1.476696221,100,0,66.90942329,
141.18,0,0,0,0,0,0,0,0,0,0,0,0,0.555319283,0.383923729,1.476399348,100,0,66.91143743,
141.19,0,0,0,0,0,0,0,0,0,0,0,0,0.558939294,0.381573928,1.476102392,100,0,66.91345157,
141.2,0,0,0,0,0,0,0,0,0,0,0,0,0.562559305,0.379224497,1.475805519,100,0,66.91546571,
141.21,0,0,0,0,0,0,0,0,0,0,0,0,0.566179316,0.37687533,1.475508562,100,0,66.91747985,
141.22,0,0,0,0,0,0,0,0,0,0,0,0,0.569799328,0.374526533,1.475211689,100,0,66.91949399,
141.23,0,0,0,0,0,0,0,0,0,0,0,0,0.573419339,0.372177999,1.474914816,100,0,66.92150813,
141.24,0,0,0,0,0,0,0,0,0,0,0,0,0.57703935,0.369829836,1.47461786,100,0,66.92352227,
141.25,0,0,0,0,0,0,0,0,0,0,0,0,0.580659361,0.367481936,1.474320987,100,0,66.92553641,
141.26,0,0,0,0,0,0,0,0,0,0,0,0,0.584279373,0.365134406,1.47402403,100,0,66.92755055,
141.27,0,0,0,0,0,0,0,0,0,0,0,0,0.587899384,0.36278714,1.473727157,100,0,66.92956469,
141.28,0,0,0,0,0,0,0,0,0,0,0,0,0.591519395,0.360440243,1.473430284,100,0,66.93157883,
141.29,0,0,0,0,0,0,0,0,0,0,0,0,0.595139407,0.35809361,1.473133328,100,0,66.93359297,
141.3,0,0,0,0,0,0,0,0,0,0,0,0,0.598759418,0.355747294,1.472836455,100,0,66.93560711,
141.31,0,0,0,0,0,0,0,0,0,0,0,0,0.602379429,0.353399231,1.473809047,100,0,66.93762125,
141.32,0,0,0,0,0,0,0,0,0,0,0,0,0.60599944,0.351049448,1.476011495,100,0,66.93963539,
141.33,0,0,0,0,0,0,0,0,0,0,0,0,0.609619452,0.348700089,1.478213859,100,0,66.94164953,
141.34,0,0,0,0,0,0,0,0,0,0,0,0,0.613239463,0.346351048,1.480416224,100,0,66.94366367,
141.35,0,0,0,0,0,0,0,0,0,0,0,0,0.616859474,0.344002431,1.482618588,100,0,66.94567782,
141.36,0,0,0,0,0,0,0,0,0,0,0,0,0.620479485,0.341654133,1.484821035,100,0,66.94769196,
141.37,0,0,0,0,0,0,0,0,0,0,0,0,0.624099497,0.339306259,1.4870234,100,0,66.9497061,
141.38,0,0,0,0,0,0,0,0,0,0,0,0,0.627719508,0.336958703,1.489225764,100,0,66.95172024,
